age,education,employ,address,income,debtinc,creddebt,othdebt,default,credit_score
39,2,15,19,32,4.9,0.421792,1.146208,0.0,497.64204159999997
40,3,5,3,220,16.0,8.1664,27.0336,1.0,587.72672
44,2,18,4,74,13.4,4.521696,5.394304,0.0,514.1524608
30,1,0,8,19,16.6,0.624492,2.529508,1.0,469.2043016
24,2,3,0,19,4.3,0.358663,0.458337,0.0,471.8448674
32,1,10,13,32,11.3,1.167968,2.448032,0.0,486.5232064
29,2,3,8,15,2.6,0.14664,0.24336,0.0,475.452672
40,2,2,1,36,3.8,0.277704,1.090296,0.0,488.5508592
41,2,8,21,43,0.7,0.085785,0.215215,0.0,505.042643
22,1,1,3,17,18.6,0.80631,2.35569,0.0,463.166338
38,1,10,8,34,1.2,0.036312,0.371688,0.0,493.0311376
37,2,6,13,62,8.5,1.18575,4.08425,0.0,506.50885
41,3,18,6,71,15.7,6.565583,4.581417,1.0,510.3774834
41,3,7,6,56,14.5,0.37352,7.74648,1.0,499.301296
39,1,2,15,22,23.1,1.915914,3.166086,1.0,474.9604172
24,2,0,2,15,16.1,0.321195,2.093805,1.0,463.212761
32,3,9,10,51,23.0,2.68617,9.04383,0.0,491.31676600000003
21,3,0,1,26,7.7,1.529528,0.472472,0.0,473.0136944
29,1,13,7,27,2.3,0.068931,0.552069,0.0,485.5420138
35,2,14,3,82,0.8,0.468384,0.187616,0.0,521.0551232
29,1,6,7,21,18.1,1.109892,2.691108,0.0,471.9778216
41,2,2,22,30,6.7,0.11256,1.89744,0.0,492.495488
37,1,0,18,18,12.9,1.583604,0.738396,1.0,476.8588792
32,2,3,13,47,1.9,0.42864,0.46436,0.0,497.97567200000003
36,5,5,12,20,8.1,0.729,0.891,0.0,483.4902
39,2,18,9,44,2.1,0.367752,0.556248,0.0,503.3016496
36,1,18,9,67,11.2,5.245296,2.258704,0.0,509.1701408
46,3,22,4,99,2.3,0.826551,1.450449,0.0,539.0592898
34,1,13,11,51,9.6,1.875168,3.020832,0.0,499.4057664
27,1,7,4,26,9.1,0.641186,1.724814,0.0,477.3585628
43,1,8,11,45,3.3,0.67716,0.80784,0.0,500.847568
33,1,14,8,72,41.3,15.01668,14.71932,1.0,489.729464
39,2,20,17,101,1.4,0.340774,1.073226,0.0,541.6890452
29,1,1,4,17,2.5,0.13175,0.29325,0.0,473.48865
34,4,7,15,40,6.4,0.94976,1.61024,0.0,496.33804799999996
26,1,1,0,21,4.9,0.608139,0.420861,0.0,471.9125722
31,1,15,2,60,4.8,0.80352,2.07648,0.0,503.343296
26,1,10,6,24,2.7,0.31104,0.33696,0.0,480.728192
28,1,12,7,45,7.7,1.853775,1.611225,0.0,492.456245
48,1,13,20,50,30.8,6.1138,9.2862,1.0,495.77724
39,2,2,12,46,16.0,4.00384,3.35616,1.0,490.927232
37,1,3,3,25,3.7,0.27565,0.64935,0.0,481.27987
52,5,9,0,70,9.4,1.32916,5.25084,1.0,514.258168
48,1,3,11,27,21.3,1.403244,4.347756,0.0,481.8491512
26,1,7,3,22,5.1,0.208692,0.913308,0.0,476.0938616
46,5,15,0,126,3.1,0.476532,3.429468,0.0,551.8834936000001
31,1,7,10,23,4.9,0.2254,0.9016,0.0,481.56952
34,1,13,8,56,6.1,0.864248,2.551752,0.0,503.10395040000003
40,1,22,4,95,3.6,0.6327,2.7873,0.0,531.94946
24,3,2,5,16,6.4,0.270336,0.753664,1.0,470.7811328
33,1,2,14,44,3.1,0.52514,0.83886,0.0,495.182172
53,4,5,29,78,17.3,6.935916,6.558084,1.0,522.9940168
47,3,9,1,52,20.1,2.539836,7.912164,1.0,494.9616328
35,1,5,5,32,13.0,0.17472,3.98528,0.0,481.933056
34,1,14,8,28,17.0,1.13764,3.62236,0.0,482.020472
49,1,11,5,39,10.1,2.457936,1.481064,0.0,494.8806128
26,2,0,7,28,9.3,1.270752,1.333248,0.0,477.10504960000003
23,1,2,2,16,9.6,0.804864,0.731136,1.0,466.0918272
23,2,0,4,21,8.7,0.454923,1.372077,0.0,471.0636154
38,2,4,13,56,1.6,0.441728,0.454272,0.0,506.2924544
28,2,5,2,37,8.3,1.123986,1.947014,0.0,483.6410028
30,3,0,8,65,29.7,3.89961,15.40539,1.0,489.279078
34,1,18,10,34,15.4,2.099636,3.136364,0.0,488.3728728
50,2,16,14,71,11.1,1.662891,6.218109,0.0,519.8512218
29,1,12,2,40,6.7,1.63212,1.04788,0.0,488.457576
42,3,0,9,64,6.6,0.278784,3.945216,0.0,507.6594432
31,1,13,12,27,5.0,0.2376,1.1124,0.0,487.08248000000003
39,1,10,4,31,4.8,0.184512,1.303488,0.0,488.3454976
45,2,21,26,132,3.0,2.55816,1.40184,0.0,565.096368
45,1,22,24,91,11.7,1.256346,9.390654,0.0,534.7393308000001
36,1,14,17,53,5.7,1.888125,1.132875,0.0,506.138175
25,4,0,6,24,12.1,1.5972,1.3068,1.0,473.45976
29,2,1,7,29,21.2,2.330092,3.817908,1.0,472.8243816
30,2,8,4,56,6.4,0.333312,3.250688,0.0,498.6565376
31,1,1,1,24,4.5,0.21708,0.86292,0.0,476.340584
43,1,4,2,29,4.6,0.05336,1.28064,0.0,485.682528
32,2,11,4,57,23.8,5.439966,8.126034,1.0,490.4788068
47,1,19,7,50,30.1,3.17555,11.87445,0.0,494.31489
46,1,1,15,21,14.8,1.376844,1.731156,1.0,480.5830312
43,2,16,10,83,4.1,0.258628,3.144372,0.0,526.6276744
48,1,3,7,24,7.0,0.7644,0.9156,0.0,485.11112
30,3,8,7,61,2.8,0.549976,1.158024,0.0,505.4284048
23,4,0,4,32,18.4,0.818432,5.069568,1.0,473.6987136
36,4,8,0,32,1.6,0.024576,0.487424,0.0,489.2526848
20,3,0,1,17,2.3,0.043792,0.347208,0.0,469.99304159999997
43,1,16,7,89,0.4,0.159488,0.196512,0.0,530.3369024
23,1,2,1,25,4.5,0.12375,1.00125,1.0,473.35025
41,1,21,2,76,20.5,6.94868,8.63132,0.0,509.294264
34,1,12,5,68,25.1,7.817144,9.250856,1.0,496.1829712
50,1,11,5,36,4.8,0.834624,0.893376,0.0,496.3674752
40,1,9,4,64,6.6,0.789888,3.434112,0.0,506.7572224
29,2,0,8,22,12.9,1.038708,1.799292,1.0,472.8646584
39,2,9,16,56,18.7,4.76476,5.70724,0.0,500.272648
24,2,1,2,42,5.7,0.8379,1.5561,0.0,484.67362
27,1,0,5,16,1.1,0.130416,0.045584,0.0,472.6987168
40,3,18,14,157,6.6,3.326202,7.035798,0.0,570.0223596
32,2,8,2,45,3.7,0.98235,0.68265,0.0,493.39053
39,2,16,12,53,3.7,0.694194,1.266806,0.0,508.1889612
40,1,22,1,100,14.6,5.402,9.198,0.0,526.1596
32,1,10,11,42,9.1,1.540266,2.281734,0.0,492.4875468
39,1,23,1,75,18.9,3.132675,11.042325,0.0,509.978465
24,1,3,3,21,28.9,2.682498,3.386502,1.0,461.2897004
43,4,18,14,446,6.5,16.03147,12.95853,1.0,738.3957059999999
56,1,11,20,59,15.0,4.6728,4.1772,0.0,512.29544
32,3,5,9,23,4.5,0.326025,0.708975,0.0,482.527795
42,1,7,12,25,10.2,1.62945,0.92055,0.0,485.28411
46,3,3,13,43,13.2,3.042336,2.633664,1.0,495.1763328
31,1,2,2,22,16.4,1.739056,1.868944,1.0,469.5705888
43,1,25,16,242,2.6,1.63592,4.65608,0.0,626.974416
28,2,6,9,22,11.5,0.65021,1.87979,0.0,476.763958
39,3,11,17,39,12.9,2.560779,2.470221,0.0,495.9216442
39,1,0,8,39,7.9,1.066026,2.014974,0.0,489.0105948
37,4,1,14,33,16.1,2.693691,2.619309,1.0,484.9586618
30,1,0,11,17,12.0,0.30396,1.73604,0.0,472.131208
37,5,9,16,177,5.9,0.887655,9.555345,0.0,580.373869
22,1,4,3,14,17.5,0.2254,2.2246,0.0,463.26492
50,1,1,26,26,14.3,1.851564,1.866436,0.0,490.3660872
30,1,10,2,19,4.4,0.336072,0.499928,0.0,477.0055856
39,1,8,0,21,4.0,0.27636,0.56364,0.0,480.376728
21,2,0,2,21,12.5,0.48825,2.13675,1.0,466.97735
31,3,9,2,28,2.6,0.121576,0.606424,0.0,484.7900848
31,2,9,1,30,5.8,0.60204,1.13796,0.0,483.211592
48,1,0,23,30,22.3,2.66262,4.02738,0.0,486.409476
28,1,4,1,16,23.8,1.08528,2.72272,0.0,463.101344
47,3,16,26,221,17.6,15.791776,23.104224,1.0,601.8224448
27,2,6,1,34,4.4,0.237864,1.258136,0.0,483.4932272
29,2,6,10,65,18.4,1.98536,9.97464,0.0,498.450928
21,2,2,0,20,4.5,0.2907,0.6093,1.0,469.96186
29,1,7,5,20,19.8,1.00584,2.95416,1.0,469.486832
24,4,0,3,29,6.6,0.589512,1.324488,1.0,477.4592976
44,1,12,3,31,9.7,0.357833,2.649167,0.0,488.4470334
22,1,1,0,18,4.4,0.270072,0.521928,0.0,468.8275856
38,2,13,0,59,2.4,0.407808,1.008192,0.0,506.0752384
52,2,12,16,76,7.7,0.99484,4.85716,0.0,524.750632
25,1,3,2,18,16.3,0.35208,2.58192,1.0,465.622784
25,1,5,5,22,10.9,0.402864,1.995136,0.0,473.0798272
51,2,27,21,166,11.5,0.82087,18.26913,0.0,582.2178260000001
38,1,21,16,58,16.5,4.58403,4.98597,0.0,506.169194
44,1,9,20,33,5.2,0.545688,1.170312,0.0,497.2676624
24,2,2,3,26,9.7,0.887744,1.634256,1.0,473.4380512
34,1,5,3,33,7.3,0.778107,1.630893,0.0,483.8425786
25,2,6,2,26,4.5,0.0702,1.0998,0.0,478.35196
45,3,5,17,94,10.5,3.61242,6.25758,1.0,527.903516
34,2,4,10,25,5.8,0.56985,0.88015,0.0,483.07603
27,4,2,8,23,5.7,0.319884,0.991116,1.0,478.3938232
33,2,10,13,57,20.9,6.111369,5.801631,1.0,495.4351262
35,2,0,16,22,15.0,1.9701,1.3299,1.0,477.34598
50,2,15,31,60,1.1,0.46794,0.19206,0.0,525.334412
33,1,13,13,42,3.6,0.228312,1.283688,0.0,497.8119376
41,3,13,13,91,25.2,2.316132,20.615868,1.0,517.8703736
28,1,0,2,28,33.3,2.28438,7.03962,1.0,463.158324
38,3,12,14,63,16.0,5.71536,4.36464,1.0,505.440928
25,1,3,2,16,17.8,1.01104,1.83696,1.0,463.708192
47,2,4,9,33,7.1,1.19493,1.14807,1.0,491.052414
30,2,12,9,98,7.2,2.935296,4.120704,0.0,525.9217408
44,2,12,5,86,13.0,1.47576,9.70424,0.0,519.868848
25,1,0,2,18,18.9,0.513702,2.888298,1.0,463.2568596
41,2,6,0,36,19.5,4.51386,2.50614,1.0,481.093228
22,3,0,1,18,7.7,0.47817,0.90783,0.0,468.947166
35,2,3,11,40,17.2,1.80256,5.07744,1.0,485.78348800000003
42,5,6,23,190,7.8,3.15666,11.66334,0.0,589.684668
38,1,3,19,23,14.7,0.831726,2.549274,0.0,481.8774548
23,2,1,3,18,18.7,0.885258,2.480742,1.0,464.0697484
28,3,2,5,30,19.9,1.52235,4.44765,0.0,474.94153
52,1,19,25,89,4.7,0.397385,3.785615,0.0,539.8039229999999
25,1,9,2,20,3.5,0.105,0.595,0.0,475.639
28,2,1,4,16,14.7,0.573888,1.778112,0.0,467.9348224
43,1,19,11,79,7.5,0.7821,5.1429,0.0,523.05858
24,2,3,1,24,19.1,2.172816,2.411184,0.0,468.2086368
34,3,13,7,52,9.2,1.497392,3.286608,0.0,500.2637216
29,2,6,9,25,4.2,0.58485,0.46515,0.0,482.19303
31,1,6,9,21,8.3,0.728574,1.014426,0.0,477.9856852
42,2,14,1,48,8.6,1.201248,2.926752,1.0,497.8941504
49,2,11,1,51,15.0,0.54315,7.10685,0.0,498.96137
39,1,22,9,73,14.3,3.726723,6.712277,0.0,514.0468554
45,3,0,19,22,4.2,0.030492,0.893508,0.0,489.3291016
41,1,7,22,32,2.9,0.072384,0.855616,0.0,496.6399232
29,2,9,0,46,1.6,0.241408,0.494592,0.0,493.5645184
35,3,7,5,38,15.1,1.382858,4.355142,0.0,486.5358284
27,2,5,6,25,6.8,0.7055,0.9945,0.0,478.5989
28,1,4,7,19,4.1,0.286672,0.492328,0.0,475.9468656
48,1,17,22,66,3.2,1.46784,0.64416,0.0,523.204032
24,1,2,5,18,6.0,0.52812,0.55188,0.0,471.278376
31,1,6,12,33,4.2,0.14553,1.24047,0.0,488.21369400000003
43,1,10,9,69,6.4,0.410688,4.005312,0.0,513.4746623999999
42,1,3,10,24,10.6,0.666528,1.877472,0.0,482.3178944
51,2,31,14,249,7.8,4.27284,15.14916,0.0,631.541032
22,1,4,3,19,23.1,1.88727,2.50173,1.0,462.504746
37,1,6,10,31,11.7,1.701063,1.925937,1.0,484.0543874
22,3,1,3,25,13.8,1.97685,1.47315,1.0,470.39463
49,2,2,13,20,16.9,0.37856,3.00144,1.0,480.888288
29,1,9,8,30,8.2,0.15498,2.30502,0.0,483.397004
42,1,2,16,30,9.7,1.47246,1.43754,0.0,488.043508
34,1,15,0,67,13.2,3.741012,5.102988,0.0,502.80299759999997
34,2,9,7,27,1.7,0.295137,0.163863,0.0,486.9691726
32,2,5,5,43,15.0,1.806,4.644,1.0,485.7488
42,2,18,23,66,9.6,1.641024,4.694976,0.0,518.9645952
24,1,3,0,14,16.1,0.838488,1.415512,1.0,462.1415024
34,1,16,9,48,7.6,1.473792,2.174208,0.0,499.1356416
26,1,10,2,32,4.7,0.126336,1.377664,0.0,482.9939328
30,2,12,9,68,20.1,2.856612,10.811388,0.0,501.4550776
32,1,4,3,16,28.5,0.89376,3.66624,1.0,462.709248
38,3,13,18,25,5.7,0.343425,1.081575,0.0,492.366315
43,2,10,24,37,8.5,0.676175,2.468825,0.0,500.435765
31,2,9,8,53,13.5,1.194885,5.960115,0.0,495.530023
37,4,10,18,123,17.3,3.021618,18.257382,0.0,541.2198764
37,2,4,11,20,21.7,0.1736,4.1664,1.0,474.01728
41,3,12,11,86,26.5,4.99101,17.79899,1.0,512.6437980000001
32,1,0,4,20,3.0,0.2634,0.3366,1.0,475.02732000000003
22,2,0,1,35,9.0,0.7812,2.3688,1.0,476.61376
32,2,12,3,63,18.2,5.549544,5.916456,0.0,497.51689120000003
47,2,17,23,41,9.5,0.455715,3.439285,0.0,506.329857
40,1,21,21,46,6.2,0.966828,1.885172,0.0,507.95623439999997
31,1,8,1,22,6.7,0.369974,1.104026,0.0,476.9512052
34,3,7,0,27,2.2,0.125334,0.468666,0.0,483.9761332
52,4,13,17,234,7.7,7.38738,10.63062,0.0,618.238924
28,1,2,2,17,2.5,0.199325,0.225675,1.0,471.875135
38,3,15,18,63,13.4,5.090526,3.351474,0.0,510.53349479999997
33,2,10,4,26,3.1,0.030628,0.775372,0.0,484.5926744
39,2,9,12,32,6.6,1.429824,0.682176,0.0,491.4516352
47,3,23,11,115,4.0,0.6532,3.9468,0.0,551.14936
36,2,11,8,49,1.3,0.272636,0.364364,0.0,502.2980728
29,3,7,2,84,13.6,6.91152,4.51248,1.0,508.092896
48,4,14,10,59,16.5,4.935645,4.799355,1.0,507.065871
38,3,12,18,64,5.8,0.894592,2.817408,0.0,514.7586816
46,2,9,26,15,4.3,0.014835,0.630165,0.0,491.148033
27,3,5,4,42,19.9,2.707992,5.650008,1.0,481.0268016
54,1,18,34,114,8.5,3.2946,6.3954,0.0,555.60308
27,4,0,0,25,12.7,1.419225,1.755775,1.0,472.201155
23,1,1,0,17,1.6,0.011696,0.260304,0.0,469.9032608
41,1,23,2,91,13.7,0.573482,11.893518,0.0,523.7119036
24,1,3,5,15,11.3,0.072885,1.622115,1.0,466.926423
28,1,9,0,22,27.7,5.283498,0.810502,1.0,464.64450039999997
26,1,0,0,14,10.5,0.25578,1.21422,0.0,465.054844
24,1,8,0,17,5.6,0.569296,0.382704,1.0,470.4557408
49,2,22,4,79,7.3,0.28835,5.47865,0.0,524.86893
28,2,3,1,36,8.6,0.383904,2.712096,0.0,481.8640192
38,1,6,17,18,13.0,0.13104,2.20896,0.0,480.305792
33,2,2,9,37,4.5,0.834165,0.830835,0.0,489.100167
26,1,8,4,25,4.7,0.210325,0.964675,0.0,478.842935
36,1,9,1,40,9.8,1.97568,1.94432,0.0,488.100864
37,3,16,14,50,36.6,7.32,10.98,1.0,488.636
25,4,0,1,18,33.4,2.801592,3.210408,1.0,458.47728159999997
29,1,9,2,33,4.8,0.693792,0.890208,0.0,484.2244416
27,2,8,4,38,6.9,0.364458,2.257542,0.0,486.6427084
45,1,17,0,62,15.0,2.4366,6.8634,0.0,504.45268
37,1,9,8,57,5.5,1.357455,1.777545,0.0,503.501509
29,2,3,6,26,6.1,0.537654,1.048346,1.0,478.7352692
51,1,10,1,44,13.2,4.960032,0.847968,1.0,493.7663936
22,3,0,0,23,8.4,0.372876,1.559124,1.0,470.3790248
30,4,7,10,30,15.7,0.26376,4.44624,0.0,482.72524799999997
31,1,7,2,20,12.3,0.1107,2.3493,0.0,473.36586
28,1,2,0,18,14.8,1.939392,0.724608,1.0,465.9593216
35,1,10,16,39,5.7,0.217854,2.005146,0.0,495.8318292
25,4,1,1,34,8.5,0.13294,2.75706,1.0,479.595412
32,2,5,0,28,14.8,2.594144,1.549856,1.0,475.1323712
33,1,2,10,24,9.6,1.041408,1.262592,0.0,478.6909184
28,2,3,4,41,25.1,5.896743,4.394257,1.0,476.1224514
46,3,4,17,73,5.4,2.223288,1.718712,0.0,519.6069424
41,1,24,12,83,14.0,6.58854,5.03146,0.0,522.158292
42,2,11,5,73,6.8,2.869192,2.094808,0.0,514.3133616
41,4,9,13,47,5.0,0.4371,1.9129,0.0,504.04258
26,1,3,5,29,25.7,2.526567,4.926433,1.0,468.7240866
47,1,27,8,113,9.2,2.380684,8.015316,0.0,545.1646632
29,1,1,3,18,25.6,1.98144,2.62656,1.0,462.442112
34,1,3,14,36,4.7,0.624348,1.067652,0.0,490.45673039999997
36,1,7,2,43,6.2,1.03974,1.62626,0.0,491.378852
38,2,7,4,64,3.0,0.65088,1.26912,0.0,507.885824
41,2,4,14,26,19.2,1.47264,3.51936,1.0,481.027072
46,1,9,23,31,13.8,1.617084,2.660916,0.0,493.90098320000004
40,3,3,15,55,16.5,1.751475,7.323525,1.0,499.034705
44,2,17,0,129,2.5,0.551475,2.673525,0.0,551.6447049999999
35,3,10,15,39,10.4,1.60212,2.45388,0.0,494.508376
36,1,20,15,60,5.4,1.05624,2.18376,0.0,512.180752
28,2,0,3,30,4.8,0.12096,1.31904,1.0,478.967808
29,2,6,7,18,5.1,0.44982,0.46818,1.0,476.086436
23,2,3,3,22,11.4,1.274064,1.233936,1.0,470.2835872
41,2,7,17,63,15.4,4.637556,5.064444,0.0,506.37208880000003
25,1,1,1,19,6.9,0.190095,1.120905,0.0,469.939781
45,2,2,19,29,5.4,0.443178,1.122822,0.0,492.8381644
48,2,30,14,148,7.2,3.974688,6.681312,0.0,571.3938624
38,1,18,7,45,7.0,0.5355,2.6145,0.0,499.4629
29,1,6,4,46,5.4,1.169964,1.314036,0.0,491.1092072
42,4,15,8,186,3.6,2.403864,4.292136,0.0,587.5400271999999
31,1,11,12,47,10.9,2.863757,2.259243,0.0,494.64264860000003
40,1,3,13,23,6.9,0.409446,1.177554,0.0,483.8407108
26,1,2,6,21,19.8,1.022868,3.135132,0.0,468.0438264
25,1,6,6,22,20.2,2.261996,2.182004,0.0,469.3788008
53,4,7,11,61,7.9,1.874591,2.944409,0.0,513.7012818
50,3,18,27,102,14.1,5.781564,8.600436,0.0,541.9272872
47,1,31,9,136,23.1,14.231448,17.184552,1.0,548.0305104
23,1,1,0,21,8.4,1.210104,0.553896,1.0,468.2451792
37,3,12,8,83,4.1,0.319882,3.083118,0.0,522.6154236
41,1,24,15,100,11.5,5.06,6.44,0.0,534.888
28,2,0,7,29,13.3,2.148349,1.708651,1.0,475.6789302
31,1,7,11,41,30.7,2.995706,9.591294,1.0,478.8034588
41,2,6,1,19,6.3,0.124488,1.072512,0.0,479.4157024
36,1,7,17,40,9.9,1.69488,2.26512,0.0,493.709024
41,1,1,16,19,4.4,0.241604,0.594396,0.0,483.4244792
53,2,16,31,44,5.6,1.333024,1.130976,0.0,515.0005952
31,2,6,5,25,11.5,2.331625,0.543375,0.0,477.758675
28,2,5,6,25,2.9,0.338575,0.386425,0.0,480.827285
48,1,28,25,70,12.0,4.3344,4.0656,0.0,525.85312
23,2,0,1,42,3.9,1.018836,0.619164,1.0,483.5086328
31,1,11,6,34,6.8,0.298248,2.013752,0.0,487.1579504
27,1,6,6,43,4.9,0.882833,1.224167,0.0,489.6420334
43,1,11,17,37,1.3,0.179894,0.301106,0.0,500.7478212
29,2,5,7,28,18.7,2.125816,3.110184,0.0,475.8476368
53,1,6,7,27,6.4,0.594432,1.133568,1.0,489.5755136
38,1,4,9,19,13.6,1.245488,1.338512,0.0,476.3941024
30,1,12,10,38,8.5,0.17119,3.05881,0.0,490.319762
28,3,2,0,20,9.4,0.23312,1.64688,1.0,471.417376
36,1,11,2,33,32.5,1.26555,9.45945,0.0,474.80189
48,1,15,5,60,2.1,0.3213,0.9387,0.0,512.84374
31,1,12,9,24,6.6,0.441936,1.142064,0.0,482.9548128
35,1,16,10,57,10.5,1.143135,4.841865,0.0,503.77437299999997
50,1,4,4,23,12.5,0.140875,2.734125,0.0,482.196825
42,2,12,9,55,15.0,2.53275,5.71725,0.0,501.64345000000003
40,1,2,3,28,7.1,0.184884,1.803116,0.0,482.3254232
37,2,0,13,31,0.9,0.118017,0.160983,1.0,488.96059660000003
31,3,6,8,54,2.8,0.402192,1.109808,0.0,501.2971616
38,1,11,13,35,8.0,1.2656,1.5344,0.0,492.58688
35,1,15,1,77,10.6,5.501188,2.660812,0.0,510.4273624
44,1,24,10,101,5.6,2.992024,2.663976,0.0,538.6303952000001
44,2,21,14,113,13.2,3.192024,11.723976,0.0,542.0983952
33,1,0,12,23,0.9,0.077418,0.129582,0.0,482.1831164
35,1,7,14,29,4.9,0.264306,1.156694,0.0,488.3029388
36,3,10,4,43,13.0,0.96148,4.62852,0.0,491.689704
23,2,3,4,24,6.3,0.55188,0.96012,0.0,475.067224
27,1,0,7,18,12.8,0.582912,1.721088,0.0,469.5026176
34,1,6,1,20,1.2,0.04248,0.19752,0.0,478.663504
35,1,0,5,34,11.1,1.369962,2.404038,1.0,480.9312076
24,2,4,4,20,3.7,0.32412,0.41588,0.0,474.707176
48,1,30,8,101,6.4,1.87456,4.58944,0.0,541.572288
26,2,8,1,40,11.8,0.44368,4.27632,0.0,483.847264
40,1,6,9,36,2.1,0.390852,0.365148,1.0,492.5306296
34,1,9,8,48,9.3,0.419616,4.044384,0.0,495.3032768
35,1,17,4,42,3.0,0.09324,1.16676,0.0,496.929352
30,1,7,2,33,25.4,1.165098,7.216902,1.0,473.33058040000003
20,1,4,0,14,9.7,0.200984,1.157016,1.0,463.8082032
